,variable,Date,Hour,value,units,site,dates,WeekDay,WeekPart,time stamp
11831,Total.Flow,3/6/2018,16,0.162066667,GPM,BuildingB,3/6/2018,3,Weekday,3/6/2018 16:00
11832,Total.Flow,3/6/2018,17,0.124666667,GPM,BuildingB,3/6/2018,3,Weekday,3/6/2018 17:00
11833,Total.Flow,3/6/2018,18,0.423866667,GPM,BuildingB,3/6/2018,3,Weekday,3/6/2018 18:00
11834,Total.Flow,3/6/2018,19,0.498666667,GPM,BuildingB,3/6/2018,3,Weekday,3/6/2018 19:00
11835,Total.Flow,3/6/2018,20,0.685666667,GPM,BuildingB,3/6/2018,3,Weekday,3/6/2018 20:00
11836,Total.Flow,3/6/2018,21,0.2618,GPM,BuildingB,3/6/2018,3,Weekday,3/6/2018 21:00
11837,Total.Flow,3/6/2018,22,0.2618,GPM,BuildingB,3/6/2018,3,Weekday,3/6/2018 22:00
11838,Total.Flow,3/6/2018,23,0.380338983,GPM,BuildingB,3/6/2018,3,Weekday,3/6/2018 23:00
11839,Total.Flow,3/7/2018,0,0.062333333,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 0:00
11840,Total.Flow,3/7/2018,1,0.012466667,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 1:00
11841,Total.Flow,3/7/2018,2,0,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 2:00
11842,Total.Flow,3/7/2018,3,0,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 3:00
11843,Total.Flow,3/7/2018,4,0,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 4:00
11844,Total.Flow,3/7/2018,5,0.236866667,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 5:00
11845,Total.Flow,3/7/2018,6,0,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 6:00
11846,Total.Flow,3/7/2018,7,2.156733333,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 7:00
11847,Total.Flow,3/7/2018,8,0.760466667,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 8:00
11848,Total.Flow,3/7/2018,9,0.6358,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 9:00
11849,Total.Flow,3/7/2018,10,1.200283333,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 10:00
11850,Total.Flow,3/7/2018,11,0.2992,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 11:00
11851,Total.Flow,3/7/2018,12,0.162066667,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 12:00
11852,Total.Flow,3/7/2018,13,0.386466667,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 13:00
11853,Total.Flow,3/7/2018,14,0.511133333,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 14:00
11854,Total.Flow,3/7/2018,15,0.162066667,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 15:00
11855,Total.Flow,3/7/2018,16,0.0748,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 16:00
11856,Total.Flow,3/7/2018,17,0.324133333,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 17:00
11857,Total.Flow,3/7/2018,18,0.349066667,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 18:00
11858,Total.Flow,3/7/2018,19,0.1122,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 19:00
11859,Total.Flow,3/7/2018,20,0.162066667,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 20:00
11860,Total.Flow,3/7/2018,21,0.249333333,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 21:00
11861,Total.Flow,3/7/2018,22,0.187,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 22:00
11862,Total.Flow,3/7/2018,23,0.361533333,GPM,BuildingB,3/7/2018,4,Weekday,3/7/2018 23:00
11863,Total.Flow,3/8/2018,0,0,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 0:00
11864,Total.Flow,3/8/2018,1,0.012466667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 1:00
11865,Total.Flow,3/8/2018,2,0,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 2:00
11866,Total.Flow,3/8/2018,3,0.012466667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 3:00
11867,Total.Flow,3/8/2018,4,0,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 4:00
11868,Total.Flow,3/8/2018,5,0.012466667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 5:00
11869,Total.Flow,3/8/2018,6,0.0748,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 6:00
11870,Total.Flow,3/8/2018,7,2.0196,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 7:00
11871,Total.Flow,3/8/2018,8,0.286733333,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 8:00
11872,Total.Flow,3/8/2018,9,0.286733333,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 9:00
11873,Total.Flow,3/8/2018,10,0.511133333,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 10:00
11874,Total.Flow,3/8/2018,11,0.7854,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 11:00
11875,Total.Flow,3/8/2018,12,0.4372,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 12:00
11876,Total.Flow,3/8/2018,13,0.199466667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 13:00
11877,Total.Flow,3/8/2018,14,0.1122,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 14:00
11878,Total.Flow,3/8/2018,15,0.087266667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 15:00
11879,Total.Flow,3/8/2018,16,0.124666667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 16:00
11880,Total.Flow,3/8/2018,17,0.087266667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 17:00
11881,Total.Flow,3/8/2018,18,0.087266667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 18:00
11882,Total.Flow,3/8/2018,19,0.386466667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 19:00
11883,Total.Flow,3/8/2018,20,0.099733333,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 20:00
11884,Total.Flow,3/8/2018,21,0.187,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 21:00
11885,Total.Flow,3/8/2018,22,0.498666667,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 22:00
11886,Total.Flow,3/8/2018,23,0.062333333,GPM,BuildingB,3/8/2018,5,Weekday,3/8/2018 23:00
11887,Total.Flow,3/9/2018,0,0,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 0:00
11888,Total.Flow,3/9/2018,1,0.024933333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 1:00
11889,Total.Flow,3/9/2018,2,0.012466667,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 2:00
11890,Total.Flow,3/9/2018,3,0.024933333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 3:00
11891,Total.Flow,3/9/2018,4,0,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 4:00
11892,Total.Flow,3/9/2018,5,0.199466667,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 5:00
11893,Total.Flow,3/9/2018,6,0.3366,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 6:00
11894,Total.Flow,3/9/2018,7,1.857533333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 7:00
11895,Total.Flow,3/9/2018,8,0.3366,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 8:00
11896,Total.Flow,3/9/2018,9,0.585933333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 9:00
11897,Total.Flow,3/9/2018,10,0.461266667,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 10:00
11898,Total.Flow,3/9/2018,11,0.473733333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 11:00
11899,Total.Flow,3/9/2018,12,0.5236,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 12:00
11900,Total.Flow,3/9/2018,13,0.174533333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 13:00
11901,Total.Flow,3/9/2018,14,0.124666667,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 14:00
11902,Total.Flow,3/9/2018,15,0.137133333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 15:00
11903,Total.Flow,3/9/2018,16,0.436333333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 16:00
11904,Total.Flow,3/9/2018,17,0.6358,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 17:00
11905,Total.Flow,3/9/2018,18,0.274266667,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 18:00
11906,Total.Flow,3/9/2018,19,0.324133333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 19:00
11907,Total.Flow,3/9/2018,20,0.187,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 20:00
11908,Total.Flow,3/9/2018,21,0.124666667,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 21:00
11909,Total.Flow,3/9/2018,22,0.2244,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 22:00
11910,Total.Flow,3/9/2018,23,0.062333333,GPM,BuildingB,3/9/2018,6,Weekend,3/9/2018 23:00
11911,Total.Flow,3/10/2018,0,0.099733333,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 0:00
11912,Total.Flow,3/10/2018,1,0,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 1:00
11913,Total.Flow,3/10/2018,2,0.012466667,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 2:00
11914,Total.Flow,3/10/2018,3,0.012466667,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 3:00
11915,Total.Flow,3/10/2018,4,0,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 4:00
11916,Total.Flow,3/10/2018,5,0.012466667,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 5:00
11917,Total.Flow,3/10/2018,6,0.174533333,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 6:00
11918,Total.Flow,3/10/2018,7,0.386466667,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 7:00
11919,Total.Flow,3/10/2018,8,0,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 8:00
11920,Total.Flow,3/10/2018,9,0.324133333,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 9:00
11921,Total.Flow,3/10/2018,10,0.748,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 10:00
11922,Total.Flow,3/10/2018,11,1.5334,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 11:00
11923,Total.Flow,3/10/2018,12,0.2244,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 12:00
11924,Total.Flow,3/10/2018,13,0.511133333,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 13:00
11925,Total.Flow,3/10/2018,14,0.2992,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 14:00
11926,Total.Flow,3/10/2018,15,0.137133333,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 15:00
11927,Total.Flow,3/10/2018,16,0.2618,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 16:00
11928,Total.Flow,3/10/2018,17,0.1496,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 17:00
11929,Total.Flow,3/10/2018,18,0.187,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 18:00
11930,Total.Flow,3/10/2018,19,0.087266667,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 19:00
11931,Total.Flow,3/10/2018,20,0.3366,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 20:00
11932,Total.Flow,3/10/2018,21,0.049866667,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 21:00
11933,Total.Flow,3/10/2018,22,0.2618,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 22:00
11934,Total.Flow,3/10/2018,23,0.124666667,GPM,BuildingB,3/10/2018,7,Weekend,3/10/2018 23:00
11935,Total.Flow,3/11/2018,0,0.012466667,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 0:00
11936,Total.Flow,3/11/2018,1,0,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 1:00
11937,Total.Flow,3/11/2018,3,0.012466667,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 3:00
11938,Total.Flow,3/11/2018,4,0,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 4:00
11939,Total.Flow,3/11/2018,5,0.012466667,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 5:00
11940,Total.Flow,3/11/2018,6,0.024933333,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 6:00
11941,Total.Flow,3/11/2018,7,0,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 7:00
11942,Total.Flow,3/11/2018,8,0.51979661,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 8:00
11943,Total.Flow,3/11/2018,9,0.760466667,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 9:00
11944,Total.Flow,3/11/2018,10,0.835266667,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 10:00
11945,Total.Flow,3/11/2018,11,0.623333333,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 11:00
11946,Total.Flow,3/11/2018,12,0.236866667,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 12:00
11947,Total.Flow,3/11/2018,13,0.162066667,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 13:00
11948,Total.Flow,3/11/2018,14,0.2992,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 14:00
11949,Total.Flow,3/11/2018,15,1.022266667,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 15:00
11950,Total.Flow,3/11/2018,16,0.3366,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 16:00
11951,Total.Flow,3/11/2018,17,0.324133333,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 17:00
11952,Total.Flow,3/11/2018,18,0.1496,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 18:00
11953,Total.Flow,3/11/2018,19,0.024933333,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 19:00
11954,Total.Flow,3/11/2018,20,0.099733333,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 20:00
11955,Total.Flow,3/11/2018,21,0.0374,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 21:00
11956,Total.Flow,3/11/2018,22,0.2244,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 22:00
11957,Total.Flow,3/11/2018,23,0.087266667,GPM,BuildingB,3/11/2018,1,Weekday,3/11/2018 23:00
11958,Total.Flow,3/12/2018,0,0.087266667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 0:00
11959,Total.Flow,3/12/2018,1,0,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 1:00
11960,Total.Flow,3/12/2018,2,0,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 2:00
11961,Total.Flow,3/12/2018,3,0.012466667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 3:00
11962,Total.Flow,3/12/2018,4,0.012466667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 4:00
11963,Total.Flow,3/12/2018,5,0,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 5:00
11964,Total.Flow,3/12/2018,6,0.211933333,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 6:00
11965,Total.Flow,3/12/2018,7,1.807666667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 7:00
11966,Total.Flow,3/12/2018,8,1.545866667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 8:00
11967,Total.Flow,3/12/2018,9,0.685666667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 9:00
11968,Total.Flow,3/12/2018,10,0.199466667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 10:00
11969,Total.Flow,3/12/2018,11,0.361533333,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 11:00
11970,Total.Flow,3/12/2018,12,0.623333333,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 12:00
11971,Total.Flow,3/12/2018,13,0.187,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 13:00
11972,Total.Flow,3/12/2018,14,0.423866667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 14:00
11973,Total.Flow,3/12/2018,15,0.199466667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 15:00
11974,Total.Flow,3/12/2018,16,0.162066667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 16:00
11975,Total.Flow,3/12/2018,17,0.187,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 17:00
11976,Total.Flow,3/12/2018,18,0.398933333,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 18:00
11977,Total.Flow,3/12/2018,19,0.311666667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 19:00
11978,Total.Flow,3/12/2018,20,0.585933333,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 20:00
11979,Total.Flow,3/12/2018,21,0.386466667,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 21:00
11980,Total.Flow,3/12/2018,22,0.139457627,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 22:00
11981,Total.Flow,3/12/2018,23,0.099733333,GPM,BuildingB,3/12/2018,2,Weekday,3/12/2018 23:00
11982,Total.Flow,3/13/2018,0,0.087266667,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 0:00
11983,Total.Flow,3/13/2018,1,0.024933333,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 1:00
11984,Total.Flow,3/13/2018,2,0.012466667,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 2:00
11985,Total.Flow,3/13/2018,3,0.012466667,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 3:00
11986,Total.Flow,3/13/2018,4,0,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 4:00
11987,Total.Flow,3/13/2018,5,0.024933333,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 5:00
11988,Total.Flow,3/13/2018,6,0.561,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 6:00
11989,Total.Flow,3/13/2018,7,1.757983333,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 7:00
11990,Total.Flow,3/13/2018,8,0.648266667,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 8:00
11991,Total.Flow,3/13/2018,9,0.1122,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 9:00
11992,Total.Flow,3/13/2018,10,0.2992,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 10:00
11993,Total.Flow,3/13/2018,11,0.2992,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 11:00
11994,Total.Flow,3/13/2018,12,0.498666667,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 12:00
11995,Total.Flow,3/13/2018,13,0.211933333,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 13:00
11996,Total.Flow,3/13/2018,14,0.236866667,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 14:00
11997,Total.Flow,3/13/2018,15,0.1496,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 15:00
11998,Total.Flow,3/13/2018,16,0.6732,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 16:00
11999,Total.Flow,3/13/2018,17,0.062333333,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 17:00
12000,Total.Flow,3/13/2018,18,0.4862,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 18:00
12001,Total.Flow,3/13/2018,19,0.4241,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 19:00
12002,Total.Flow,3/13/2018,20,0.648266667,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 20:00
12003,Total.Flow,3/13/2018,21,0.174533333,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 21:00
12004,Total.Flow,3/13/2018,22,0.0748,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 22:00
12005,Total.Flow,3/13/2018,23,0.698133333,GPM,BuildingB,3/13/2018,3,Weekday,3/13/2018 23:00
12006,Total.Flow,3/14/2018,0,0.024933333,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 0:00
12007,Total.Flow,3/14/2018,1,0,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 1:00
12008,Total.Flow,3/14/2018,2,0.024933333,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 2:00
12009,Total.Flow,3/14/2018,3,0,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 3:00
12010,Total.Flow,3/14/2018,4,0.062333333,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 4:00
12011,Total.Flow,3/14/2018,5,0.0374,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 5:00
12012,Total.Flow,3/14/2018,6,0,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 6:00
12013,Total.Flow,3/14/2018,7,1.545866667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 7:00
12014,Total.Flow,3/14/2018,8,0.723066667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 8:00
12015,Total.Flow,3/14/2018,9,0.748,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 9:00
12016,Total.Flow,3/14/2018,10,0.1122,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 10:00
12017,Total.Flow,3/14/2018,11,0.199466667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 11:00
12018,Total.Flow,3/14/2018,12,0.211933333,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 12:00
12019,Total.Flow,3/14/2018,13,0.249333333,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 13:00
12020,Total.Flow,3/14/2018,14,0.012466667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 14:00
12021,Total.Flow,3/14/2018,15,0.174533333,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 15:00
12022,Total.Flow,3/14/2018,16,0.199466667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 16:00
12023,Total.Flow,3/14/2018,17,0.174533333,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 17:00
12024,Total.Flow,3/14/2018,18,0.386466667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 18:00
12025,Total.Flow,3/14/2018,19,0.199466667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 19:00
12026,Total.Flow,3/14/2018,20,0.274266667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 20:00
12027,Total.Flow,3/14/2018,21,0.124666667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 21:00
12028,Total.Flow,3/14/2018,22,0.9724,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 22:00
12029,Total.Flow,3/14/2018,23,0.162066667,GPM,BuildingB,3/14/2018,4,Weekday,3/14/2018 23:00
12030,Total.Flow,3/15/2018,0,0.1122,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 0:00
12031,Total.Flow,3/15/2018,1,0,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 1:00
12032,Total.Flow,3/15/2018,2,0.012466667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 2:00
12033,Total.Flow,3/15/2018,3,0.012466667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 3:00
12034,Total.Flow,3/15/2018,4,0,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 4:00
12035,Total.Flow,3/15/2018,5,0,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 5:00
12036,Total.Flow,3/15/2018,6,0.087266667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 6:00
12037,Total.Flow,3/15/2018,7,1.620666667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 7:00
12038,Total.Flow,3/15/2018,8,0.398933333,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 8:00
12039,Total.Flow,3/15/2018,9,0.349066667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 9:00
12040,Total.Flow,3/15/2018,10,1.146933333,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 10:00
12041,Total.Flow,3/15/2018,11,0.349066667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 11:00
12042,Total.Flow,3/15/2018,12,0.236866667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 12:00
12043,Total.Flow,3/15/2018,13,0.423866667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 13:00
12044,Total.Flow,3/15/2018,14,0.30085,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 14:00
12045,Total.Flow,3/15/2018,15,0.211933333,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 15:00
12046,Total.Flow,3/15/2018,16,0.648333333,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 16:00
12047,Total.Flow,3/15/2018,17,0.087266667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 17:00
12048,Total.Flow,3/15/2018,18,0.2244,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 18:00
12049,Total.Flow,3/15/2018,19,0.0374,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 19:00
12050,Total.Flow,3/15/2018,20,0.087266667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 20:00
12051,Total.Flow,3/15/2018,21,0.162066667,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 21:00
12052,Total.Flow,3/15/2018,22,1.0098,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 22:00
12053,Total.Flow,3/15/2018,23,0.1122,GPM,BuildingB,3/15/2018,5,Weekday,3/15/2018 23:00
12054,Total.Flow,3/16/2018,0,0.1122,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 0:00
12055,Total.Flow,3/16/2018,1,0.024933333,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 1:00
12056,Total.Flow,3/16/2018,2,0,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 2:00
12057,Total.Flow,3/16/2018,3,0.012677966,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 3:00
12058,Total.Flow,3/16/2018,4,0,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 4:00
12059,Total.Flow,3/16/2018,5,0.024933333,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 5:00
12060,Total.Flow,3/16/2018,6,0.012466667,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 6:00
12061,Total.Flow,3/16/2018,7,2.069466667,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 7:00
12062,Total.Flow,3/16/2018,8,0.124666667,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 8:00
12063,Total.Flow,3/16/2018,9,1.034733333,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 9:00
12064,Total.Flow,3/16/2018,10,0.561,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 10:00
12065,Total.Flow,3/16/2018,11,0.5984,GPM,BuildingB,3/16/2018,6,Weekend,3/16/2018 11:00
