,dates,value,Hour,WeekDay,timestep_sum,peak_volumes,peak_hours,peak_norm,site
67,2019-07-09,998.8916666666663,276,72,24,99.57749999999993,8,0.10384165366614662,ejames
68,2019-07-10,1111.8708333333334,276,96,24,90.08725000000018,9,0.08439908899789786,ejames
69,2019-07-11,1200.6958333333334,276,120,24,122.25125000000003,8,0.10605937702790398,ejames
70,2019-07-12,1059.666666666667,276,144,24,39.64399999999993,10,0.038970588235294035,ejames
71,2019-07-13,959.1541666666667,276,168,24,80.12950000000001,10,0.08702274573517466,ejames
72,2019-07-16,1358.1010416666672,276,72,24,106.45868750000005,10,0.0816540616225014,ejames
73,2019-07-17,1094.7291666666667,276,96,24,106.91724999999995,9,0.1017348754448398,ejames
74,2019-07-18,952.9208333333332,276,120,24,114.53749999999998,9,0.12520441537203597,ejames
75,2019-07-19,1156.2833333333326,276,144,24,101.9149999999997,7,0.09181266846361165,ejames
76,2019-07-20,1195.241666666667,276,168,24,70.03150000000008,10,0.0610332464146024,ejames
77,2019-07-23,1161.7375000000006,276,72,24,102.05525000000024,9,0.09150737759892706,ejames
78,2019-07-24,1036.2916666666665,276,96,24,93.68700000000001,7,0.09417293233082709,ejames
79,2019-07-25,1332.374999999999,276,120,24,36.838999999999935,11,0.028801169590643244,ejames
80,2019-07-26,1243.55,276,144,24,75.17399999999999,9,0.06296992481203008,ejames
81,2019-07-27,1263.0291666666667,276,168,24,50.39649999999998,9,0.04156384947563231,ejames
82,2019-07-30,1227.9406249999993,276,72,24,123.42624999999981,9,0.10470295370891124,ejames
83,2019-07-31,1406.3958333333328,276,96,24,43.664499999999855,8,0.032340720221606556,ejames
84,2019-08-01,1096.2874999999997,276,120,24,117.62299999999988,8,0.1117626154939587,ejames
85,2019-08-02,1113.430208333333,276,144,24,92.37849999999989,8,0.08642445969802394,ejames
86,2019-08-03,1072.133333333334,276,168,24,100.23200000000006,9,0.09738372093023256,ejames
87,2019-08-06,1144.5958333333338,276,72,24,46.93699999999993,10,0.04271613342409795,ejames
88,2019-08-07,1056.55,276,96,24,60.58800000000003,6,0.05973451327433632,ejames
89,2019-08-08,1205.3604166666662,276,120,24,24.918375000000218,8,0.021534339659818408,ejames
90,2019-08-09,1157.037499999999,276,144,24,23.471499999999715,12,0.02113110350067858,ejames
91,2019-08-10,1173.4250000000002,276,168,24,136.51000000000008,9,0.12118193891102261,ejames
92,2019-08-13,1141.4666666666674,276,72,24,33.38399999999976,6,0.03046519098236164,ejames
93,2019-08-14,1131.35,276,96,24,36.83899999999979,22,0.033918732782368954,ejames
94,2019-08-15,1259.9125,276,120,24,34.922249999999586,7,0.028872912801483887,ejames
95,2019-08-16,1192.904166666666,276,144,24,62.27099999999982,7,0.05437622468974515,ejames
96,2019-08-17,1189.0083333333334,276,168,24,121.54999999999998,9,0.10648754914809958,ejames
97,2019-08-20,1188.2291666666672,276,72,24,50.1627500000003,17,0.04397540983606582,ejames
98,2019-08-21,1333.933333333332,276,96,24,10.472000000000028,9,0.008177570093457973,ejames
99,2019-08-22,1134.4406250000002,276,120,24,21.693562499999974,7,0.01991947435547803,ejames
100,2019-08-23,1266.926041666668,276,144,24,53.66887500000026,19,0.04412655221093724,ejames
101,2019-08-24,1208.4875000000006,276,168,24,158.71624999999966,17,0.13680689877498353,ejames
102,2019-08-27,1296.5333333333333,276,72,24,50.86400000000021,9,0.04086538461538479,ejames
103,2019-08-28,1078.3802083333335,276,96,24,45.626374999999996,8,0.044073021362093026,ejames
104,2019-08-29,1079.9645833333332,276,120,24,54.41225000000001,11,0.05248267207836678,ejames
105,2019-08-30,1122.7927083333336,276,144,24,137.4417500000001,8,0.12751106105404963,ejames
106,2019-08-31,1014.4760416666667,276,168,24,132.77075,9,0.13632935515768094,ejames
107,2019-09-03,1044.8364583333332,276,72,24,21.83381249999982,10,0.02176757377300856,ejames
108,2019-09-04,1087.716666666666,276,96,24,113.32199999999985,10,0.10852435530085952,ejames
109,2019-09-05,1027.405084745763,276,120,24,120.99908474576284,8,0.12267869329070506,ejames
110,2019-09-06,956.0375,276,144,24,80.69050000000017,8,0.08791768541157312,ejames
111,2019-09-07,1086.1583333333333,276,168,24,99.57750000000001,9,0.09549856527977046,ejames
112,2019-09-10,1070.5750000000005,276,72,24,70.49900000000028,8,0.06859534206695801,ejames
113,2019-09-11,1161.7375000000002,276,96,24,73.81825000000025,7,0.06618879946344755,ejames
114,2019-09-12,1312.0906249999998,276,120,24,82.47168750000004,8,0.06547414193474636,ejames
115,2019-09-13,1324.5833333333344,276,144,24,94.62200000000003,9,0.07441176470588232,ejames
116,2019-09-14,1186.6708333333333,276,168,24,81.71900000000018,11,0.07173342087984257,ejames
117,2019-09-17,1282.5083333333343,276,72,24,47.311000000000284,8,0.03842648845686533,ejames
118,2019-09-18,1132.9083333333342,276,96,24,46.93700000000046,8,0.043156808803301624,ejames
119,2019-09-19,1278.6124999999997,276,120,24,44.599500000000006,9,0.036334552102376606,ejames
120,2019-09-20,1526.3875000000003,276,144,24,158.9967499999998,14,0.10850561510974971,ejames
121,2019-09-21,1238.0958333333338,276,168,24,105.84200000000033,8,0.089049716803021,ejames
122,2019-09-24,1259.9124999999995,276,72,24,47.077249999999836,17,0.03892238713667273,ejames
123,2019-09-25,1159.4000000000003,276,96,24,32.912000000000326,17,0.029569892473118562,ejames
124,2019-09-26,1698.5833333333328,276,120,24,151.657,17,0.09300458715596334,ejames
125,2019-09-27,1495.9999999999995,276,144,24,46.37599999999984,6,0.032291666666666566,ejames
126,2019-09-28,1055.770833333333,276,168,24,105.6082499999999,8,0.10419741697416966,ejames
127,2019-10-01,1046.4208333333324,276,72,24,129.54424999999995,7,0.1289556962025317,ejames
128,2019-10-02,1372.8791666666668,276,96,24,48.434499999999964,14,0.03674948632891335,ejames
129,2019-10-03,1372.1124999999995,276,120,24,64.28125000000021,14,0.04880039750141982,ejames
130,2019-10-04,1284.066666666666,276,144,24,68.06800000000008,9,0.05521844660194184,ejames
131,2019-10-05,1281.7291666666658,276,168,24,207.0089999999998,9,0.16823708206686921,ejames
132,2019-10-08,1509.2458333333334,276,72,24,64.74875000000073,14,0.044688951987610206,ejames
133,2019-10-09,1205.3708333333338,276,96,24,108.4132499999999,8,0.09368939883645755,ejames
134,2019-10-10,1076.0291666666665,276,120,24,27.72275000000039,7,0.026837436640116237,ejames
135,2019-10-11,1245.1083333333338,276,144,24,47.31100000000031,8,0.03958072590738447,ejames
136,2019-10-12,1243.5500000000004,276,168,24,107.1509999999999,9,0.08975563909774424,ejames
137,2019-10-15,1295.7541666666662,276,72,24,71.10675000000022,9,0.057163259170174584,ejames
138,2019-10-16,1224.0718750000005,276,96,24,40.71906250000013,11,0.03465130681494237,ejames
139,2019-10-17,1397.0458333333338,276,120,24,16.40924999999978,8,0.012235080870050027,ejames
140,2019-10-18,2166.0843750000004,276,144,24,419.06668750000017,9,0.2015285297827638,ejames
141,2019-10-19,1542.7500000000002,276,168,24,150.72200000000035,10,0.10176767676767699,ejames
142,2019-10-22,1241.9916666666672,276,72,24,28.236999999999917,14,0.023682559598494274,ejames
143,2019-10-23,1231.0833333333328,276,96,24,96.11799999999987,8,0.08132911392405055,ejames
144,2019-10-24,1096.2875000000006,276,120,24,60.63475000000018,12,0.05761371712864266,ejames
145,2019-10-25,1271.5999999999995,276,144,24,120.4279999999999,9,0.09865196078431367,ejames
146,2019-10-26,1086.1583333333328,276,168,24,73.58449999999972,9,0.07057030129124797,ejames
147,2019-10-29,1321.4666666666667,276,72,24,100.23199999999966,8,0.07900943396226388,ejames
148,2019-10-30,1192.904166666667,276,96,24,71.52749999999978,9,0.06245917700849097,ejames
149,2019-10-31,1214.7343750000002,276,120,24,80.63968750000012,8,0.06915065236312819,ejames
150,2019-11-01,1071.3541666666672,276,144,24,35.29624999999974,8,0.03431818181818155,ejames
151,2019-11-02,1164.8541666666665,276,168,24,61.52300000000005,10,0.05501672240802681,ejames
152,2019-11-05,1328.479166666667,276,72,24,121.97074999999992,8,0.0956378299120234,ejames
153,2019-11-06,1457.8208333333337,276,96,24,35.57675000000027,8,0.02542089791555337,ejames
154,2019-11-07,1383.0208333333333,276,120,24,68.9562499999998,8,0.05193661971830971,ejames
155,2019-11-08,1359.6458333333328,276,144,24,123.98099999999994,8,0.09498567335243552,ejames
156,2019-11-09,1132.9083333333335,276,168,24,137.16449999999998,9,0.12611760660247587,ejames
157,2019-11-12,1212.383333333334,276,72,24,60.77500000000012,7,0.05221722365038569,ejames
158,2019-11-13,1277.8333333333328,276,96,24,35.53000000000028,11,0.028963414634146575,ejames
159,2019-11-14,1201.4750000000001,276,120,24,45.81499999999979,17,0.03972114137483769,ejames
160,2019-11-15,1354.9708333333335,276,144,24,96.21150000000017,9,0.07396492236917782,ejames
161,2019-11-16,1161.737499999999,276,168,24,65.40324999999977,9,0.05864352783366851,ejames
162,2019-11-19,1249.7968750000005,276,72,24,151.09275000000042,9,0.1259310888019306,ejames
163,2019-11-20,1259.133333333333,276,96,24,48.62000000000019,13,0.04022277227722788,ejames
164,2019-11-21,1403.2791666666662,276,120,24,108.03924999999983,18,0.08019850083287053,ejames
165,2019-11-22,1397.8250000000003,276,144,24,35.716999999999786,10,0.026616499442586233,ejames
166,2019-11-23,1312.8958333333333,276,168,24,118.5112499999996,8,0.09402818991097892,ejames
167,2019-11-26,1488.2083333333323,276,72,24,38.802499999999974,8,0.027159685863874343,ejames
168,2019-11-27,1562.9708333333328,276,96,24,127.69850000000004,8,0.08510668785139416,ejames
169,2019-11-29,1293.4166666666667,276,144,24,26.367000000000193,14,0.0212349397590363,ejames
170,2019-11-30,1195.241666666667,276,168,24,97.61399999999956,8,0.08507170795306349,ejames
171,2019-12-03,1461.7166666666672,276,72,24,75.92199999999991,17,0.05410447761194021,ejames
172,2019-12-04,1154.7250000000001,276,96,24,57.970000000000155,8,0.05229419703103927,ejames
173,2019-12-05,1397.8260416666667,276,120,24,109.02087500000022,9,0.0812428786366927,ejames
174,2019-12-06,1350.2968750000002,276,144,24,43.43156249999994,9,0.033504640183292966,ejames
175,2019-12-07,1274.7166666666667,276,168,24,7.293000000000182,7,0.00595965770171164,ejames
176,2019-12-10,1280.1708333333333,276,72,24,153.24649999999983,6,0.12469567863664016,ejames
177,2019-12-11,1224.070833333334,276,96,24,129.31049999999985,10,0.1100413749204327,ejames
178,2019-12-12,1263.0291666666662,276,120,24,93.03250000000006,10,0.07672732880937701,ejames
179,2019-12-13,1561.4635416666665,276,144,24,107.70874999999948,8,0.07185349615244746,ejames
180,2019-12-14,1529.5041666666657,276,168,24,29.40575000000005,13,0.020026744778400454,ejames
181,2019-12-17,1216.2812500000002,276,72,24,80.92562500000022,13,0.06930759315879191,ejames
182,2019-12-18,1406.3958333333333,276,96,24,145.06525000000033,10,0.10744459833795038,ejames
183,2019-12-19,1397.8249999999998,276,120,24,47.77849999999982,16,0.03560479375696754,ejames
184,2019-12-20,1026.9416666666666,276,144,24,71.995,15,0.07302731411229135,ejames
185,2019-12-21,1049.5375000000001,276,168,24,52.079500000000166,19,0.051688938381588875,ejames
186,2019-12-24,1137.5833333333335,276,72,24,56.474,15,0.05171232876712328,ejames
187,2019-12-26,1066.7062499999997,276,120,24,65.13737499999989,14,0.06360835730705297,ejames
188,2019-12-27,989.56875,276,144,24,38.541500000000234,9,0.04057059788249536,ejames
189,2019-12-28,1238.875,276,168,24,16.923499999999816,11,0.014229559748427517,ejames
190,2019-12-31,1386.9166666666672,276,72,24,61.52300000000028,13,0.046207865168539516,ejames
191,2020-01-02,938.1302083333328,276,120,24,48.80131249999983,7,0.05418725467879909,ejames
192,2020-01-03,1246.6666666666667,276,144,24,52.36000000000021,9,0.043750000000000185,ejames
193,2020-01-04,1056.5374999999992,276,168,24,124.73424999999975,9,0.12297860740074677,ejames
194,2020-01-07,1316.7916666666674,276,72,24,147.2624999999996,9,0.11649408284023628,ejames
195,2020-01-08,1184.3333333333326,276,96,24,72.55600000000008,14,0.06381578947368433,ejames
196,2020-01-09,1146.9333333333332,276,120,24,77.04400000000004,8,0.06997282608695657,ejames
197,2020-01-10,1337.0499999999993,276,144,24,17.76499999999986,10,0.01384032634032624,ejames
198,2020-01-11,1235.7583333333334,276,168,24,84.2435000000004,9,0.07101197982345557,ejames
199,2020-01-14,1244.3291666666669,276,72,24,75.22075000000014,16,0.06296963055729503,ejames
200,2020-01-15,1358.8666666666675,276,96,24,65.8239999999999,8,0.05045871559633018,ejames
201,2020-01-16,1104.8583333333336,276,120,24,46.656500000000186,9,0.04398801128349805,ejames
202,2020-01-17,1332.3750000000002,276,144,24,65.2630000000002,18,0.05102339181286565,ejames
203,2020-01-18,1090.8333333333335,276,168,24,55.351999999999975,12,0.052857142857142825,ejames
204,2020-01-21,1350.2958333333336,276,72,24,62.59824999999998,15,0.04829053664166182,ejames
205,2020-01-22,1294.975,276,96,24,60.868500000000026,6,0.04896209386281591,ejames
206,2020-01-23,1016.0333333333333,276,120,24,23.561999999999973,11,0.024156441717791383,ejames
207,2020-01-24,1252.1208333333334,276,144,24,69.6575,9,0.05794959551960174,ejames
208,2020-01-25,1362.803125000001,276,168,24,189.83468750000068,9,0.14510127142967472,ejames
209,2020-01-28,1648.690625,276,72,24,204.02481249999963,15,0.12890583783975013,ejames
210,2020-01-29,1439.9000000000003,276,96,24,76.2959999999999,8,0.055194805194805116,ejames
211,2020-01-30,1402.4999999999984,276,120,24,55.725999999999935,9,0.04138888888888889,ejames
212,2020-01-31,1473.4052083333336,276,144,24,101.63512499999996,9,0.07185390772084785,ejames
213,2020-02-01,977.0770833333324,276,168,24,50.95687500000003,13,0.054325374149514896,ejames
