,time stamp,date_pt,hour_pt,time_pt,var,value,site,vartype,dates,timestep_sum
19783,2017-04-21 07:00:00,2017-04-21,7,2017-04-21 07:00:00,GPM,320.00000000000006,sunset,Flow (GPM),2017-04-21,1
19784,2017-04-21 08:00:00,2017-04-21,8,2017-04-21 08:00:00,GPM,200.0,sunset,Flow (GPM),2017-04-21,1
19785,2017-04-21 09:00:00,2017-04-21,9,2017-04-21 09:00:00,GPM,150.0,sunset,Flow (GPM),2017-04-21,1
19786,2017-04-21 10:00:00,2017-04-21,10,2017-04-21 10:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-21,1
19787,2017-04-21 11:00:00,2017-04-21,11,2017-04-21 11:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-21,1
19788,2017-04-21 12:00:00,2017-04-21,12,2017-04-21 12:00:00,GPM,60.0,sunset,Flow (GPM),2017-04-21,1
19789,2017-04-21 13:00:00,2017-04-21,13,2017-04-21 13:00:00,GPM,40.0,sunset,Flow (GPM),2017-04-21,1
19790,2017-04-21 14:00:00,2017-04-21,14,2017-04-21 14:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-21,1
19791,2017-04-21 15:00:00,2017-04-21,15,2017-04-21 15:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-21,1
19792,2017-04-21 16:00:00,2017-04-21,16,2017-04-21 16:00:00,GPM,170.0,sunset,Flow (GPM),2017-04-21,1
19793,2017-04-21 17:00:00,2017-04-22,17,2017-04-21 17:00:00,GPM,40.0,sunset,Flow (GPM),2017-04-21,1
19794,2017-04-21 18:00:00,2017-04-22,18,2017-04-21 18:00:00,GPM,80.0,sunset,Flow (GPM),2017-04-21,1
19795,2017-04-21 19:00:00,2017-04-22,19,2017-04-21 19:00:00,GPM,90.0,sunset,Flow (GPM),2017-04-21,1
19796,2017-04-21 20:00:00,2017-04-22,20,2017-04-21 20:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2017-04-21,1
19797,2017-04-21 21:00:00,2017-04-22,21,2017-04-21 21:00:00,GPM,40.0,sunset,Flow (GPM),2017-04-21,1
19798,2017-04-21 22:00:00,2017-04-22,22,2017-04-21 22:00:00,GPM,60.0,sunset,Flow (GPM),2017-04-21,1
19799,2017-04-21 23:00:00,2017-04-22,23,2017-04-21 23:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-21,1
19800,2017-04-22 00:00:00,2017-04-22,0,2017-04-22 00:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-22,1
19801,2017-04-22 01:00:00,2017-04-22,1,2017-04-22 01:00:00,GPM,40.0,sunset,Flow (GPM),2017-04-22,1
19802,2017-04-22 02:00:00,2017-04-22,2,2017-04-22 02:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-22,1
19803,2017-04-22 03:00:00,2017-04-22,3,2017-04-22 03:00:00,GPM,150.0,sunset,Flow (GPM),2017-04-22,1
19804,2017-04-22 04:00:00,2017-04-22,4,2017-04-22 04:00:00,GPM,240.0,sunset,Flow (GPM),2017-04-22,1
19805,2017-04-22 05:00:00,2017-04-22,5,2017-04-22 05:00:00,GPM,130.0,sunset,Flow (GPM),2017-04-22,1
19806,2017-04-22 06:00:00,2017-04-22,6,2017-04-22 06:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-22,1
19807,2017-04-22 07:00:00,2017-04-22,7,2017-04-22 07:00:00,GPM,40.0,sunset,Flow (GPM),2017-04-22,1
19808,2017-04-22 08:00:00,2017-04-22,8,2017-04-22 08:00:00,GPM,60.0,sunset,Flow (GPM),2017-04-22,1
19809,2017-04-22 09:00:00,2017-04-22,9,2017-04-22 09:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2017-04-22,1
19810,2017-04-22 10:00:00,2017-04-22,10,2017-04-22 10:00:00,GPM,190.00000000000003,sunset,Flow (GPM),2017-04-22,1
19811,2017-04-22 11:00:00,2017-04-22,11,2017-04-22 11:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2017-04-22,1
19812,2017-04-22 12:00:00,2017-04-22,12,2017-04-22 12:00:00,GPM,200.0,sunset,Flow (GPM),2017-04-22,1
19813,2017-04-22 13:00:00,2017-04-22,13,2017-04-22 13:00:00,GPM,140.0,sunset,Flow (GPM),2017-04-22,1
19814,2017-04-22 14:00:00,2017-04-22,14,2017-04-22 14:00:00,GPM,130.00000000000003,sunset,Flow (GPM),2017-04-22,1
19815,2017-04-22 15:00:00,2017-04-22,15,2017-04-22 15:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-22,1
19816,2017-04-22 16:00:00,2017-04-22,16,2017-04-22 16:00:00,GPM,80.0,sunset,Flow (GPM),2017-04-22,1
19817,2017-04-22 17:00:00,2017-04-23,17,2017-04-22 17:00:00,GPM,140.0,sunset,Flow (GPM),2017-04-22,1
19818,2017-04-22 18:00:00,2017-04-23,18,2017-04-22 18:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2017-04-22,1
19819,2017-04-22 19:00:00,2017-04-23,19,2017-04-22 19:00:00,GPM,110.0,sunset,Flow (GPM),2017-04-22,1
19820,2017-04-22 20:00:00,2017-04-23,20,2017-04-22 20:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-22,1
19821,2017-04-22 21:00:00,2017-04-23,21,2017-04-22 21:00:00,GPM,90.0,sunset,Flow (GPM),2017-04-22,1
19822,2017-04-22 22:00:00,2017-04-23,22,2017-04-22 22:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-22,1
19823,2017-04-22 23:00:00,2017-04-23,23,2017-04-22 23:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-22,1
19824,2017-04-23 00:00:00,2017-04-23,0,2017-04-23 00:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-23,1
19825,2017-04-23 01:00:00,2017-04-23,1,2017-04-23 01:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-23,1
19826,2017-04-23 02:00:00,2017-04-23,2,2017-04-23 02:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-23,1
19827,2017-04-23 03:00:00,2017-04-23,3,2017-04-23 03:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-23,1
19828,2017-04-23 04:00:00,2017-04-23,4,2017-04-23 04:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-23,1
19829,2017-04-23 05:00:00,2017-04-23,5,2017-04-23 05:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-23,1
19830,2017-04-23 06:00:00,2017-04-23,6,2017-04-23 06:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-23,1
19831,2017-04-23 07:00:00,2017-04-23,7,2017-04-23 07:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-23,1
19832,2017-04-23 08:00:00,2017-04-23,8,2017-04-23 08:00:00,GPM,190.00000000000003,sunset,Flow (GPM),2017-04-23,1
19833,2017-04-23 09:00:00,2017-04-23,9,2017-04-23 09:00:00,GPM,110.0,sunset,Flow (GPM),2017-04-23,1
19834,2017-04-23 10:00:00,2017-04-23,10,2017-04-23 10:00:00,GPM,170.0,sunset,Flow (GPM),2017-04-23,1
19835,2017-04-23 11:00:00,2017-04-23,11,2017-04-23 11:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2017-04-23,1
19836,2017-04-23 12:00:00,2017-04-23,12,2017-04-23 12:00:00,GPM,190.00000000000003,sunset,Flow (GPM),2017-04-23,1
19837,2017-04-23 13:00:00,2017-04-23,13,2017-04-23 13:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-23,1
19838,2017-04-23 14:00:00,2017-04-23,14,2017-04-23 14:00:00,GPM,150.0,sunset,Flow (GPM),2017-04-23,1
19839,2017-04-23 15:00:00,2017-04-23,15,2017-04-23 15:00:00,GPM,160.0,sunset,Flow (GPM),2017-04-23,1
19840,2017-04-23 16:00:00,2017-04-23,16,2017-04-23 16:00:00,GPM,90.0,sunset,Flow (GPM),2017-04-23,1
19841,2017-04-23 17:00:00,2017-04-24,17,2017-04-23 17:00:00,GPM,90.0,sunset,Flow (GPM),2017-04-23,1
19842,2017-04-23 18:00:00,2017-04-24,18,2017-04-23 18:00:00,GPM,150.0,sunset,Flow (GPM),2017-04-23,1
19843,2017-04-23 19:00:00,2017-04-24,19,2017-04-23 19:00:00,GPM,120.0,sunset,Flow (GPM),2017-04-23,1
19844,2017-04-23 20:00:00,2017-04-24,20,2017-04-23 20:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-23,1
19845,2017-04-23 21:00:00,2017-04-24,21,2017-04-23 21:00:00,GPM,90.0,sunset,Flow (GPM),2017-04-23,1
19846,2017-04-23 22:00:00,2017-04-24,22,2017-04-23 22:00:00,GPM,130.00000000000003,sunset,Flow (GPM),2017-04-23,1
19847,2017-04-23 23:00:00,2017-04-24,23,2017-04-23 23:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-23,1
19848,2017-04-24 00:00:00,2017-04-24,0,2017-04-24 00:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-24,1
19849,2017-04-24 01:00:00,2017-04-24,1,2017-04-24 01:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-24,1
19850,2017-04-24 02:00:00,2017-04-24,2,2017-04-24 02:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-24,1
19851,2017-04-24 03:00:00,2017-04-24,3,2017-04-24 03:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-24,1
19852,2017-04-24 04:00:00,2017-04-24,4,2017-04-24 04:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-24,1
19853,2017-04-24 05:00:00,2017-04-24,5,2017-04-24 05:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-24,1
19854,2017-04-24 06:00:00,2017-04-24,6,2017-04-24 06:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-24,1
19855,2017-04-24 07:00:00,2017-04-24,7,2017-04-24 07:00:00,GPM,230.0,sunset,Flow (GPM),2017-04-24,1
19856,2017-04-24 08:00:00,2017-04-24,8,2017-04-24 08:00:00,GPM,350.00000000000006,sunset,Flow (GPM),2017-04-24,1
19857,2017-04-24 09:00:00,2017-04-24,9,2017-04-24 09:00:00,GPM,220.00000000000003,sunset,Flow (GPM),2017-04-24,1
19858,2017-04-24 10:00:00,2017-04-24,10,2017-04-24 10:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-24,1
19859,2017-04-24 11:00:00,2017-04-24,11,2017-04-24 11:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-24,1
19860,2017-04-24 12:00:00,2017-04-24,12,2017-04-24 12:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-24,1
19861,2017-04-24 13:00:00,2017-04-24,13,2017-04-24 13:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-24,1
19862,2017-04-24 14:00:00,2017-04-24,14,2017-04-24 14:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-24,1
19863,2017-04-24 15:00:00,2017-04-24,15,2017-04-24 15:00:00,GPM,130.0,sunset,Flow (GPM),2017-04-24,1
19864,2017-04-24 16:00:00,2017-04-24,16,2017-04-24 16:00:00,GPM,130.00000000000003,sunset,Flow (GPM),2017-04-24,1
19865,2017-04-24 17:00:00,2017-04-25,17,2017-04-24 17:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-24,1
19866,2017-04-24 18:00:00,2017-04-25,18,2017-04-24 18:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2017-04-24,1
19867,2017-04-24 19:00:00,2017-04-25,19,2017-04-24 19:00:00,GPM,190.00000000000003,sunset,Flow (GPM),2017-04-24,1
19868,2017-04-24 20:00:00,2017-04-25,20,2017-04-24 20:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-24,1
19869,2017-04-24 21:00:00,2017-04-25,21,2017-04-24 21:00:00,GPM,100.0,sunset,Flow (GPM),2017-04-24,1
19870,2017-04-24 22:00:00,2017-04-25,22,2017-04-24 22:00:00,GPM,140.0,sunset,Flow (GPM),2017-04-24,1
19871,2017-04-24 23:00:00,2017-04-25,23,2017-04-24 23:00:00,GPM,40.0,sunset,Flow (GPM),2017-04-24,1
19872,2017-04-25 00:00:00,2017-04-25,0,2017-04-25 00:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-25,1
19873,2017-04-25 01:00:00,2017-04-25,1,2017-04-25 01:00:00,GPM,100.0,sunset,Flow (GPM),2017-04-25,1
19874,2017-04-25 02:00:00,2017-04-25,2,2017-04-25 02:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-25,1
19875,2017-04-25 03:00:00,2017-04-25,3,2017-04-25 03:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-25,1
19876,2017-04-25 04:00:00,2017-04-25,4,2017-04-25 04:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-25,1
19877,2017-04-25 05:00:00,2017-04-25,5,2017-04-25 05:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-25,1
19878,2017-04-25 06:00:00,2017-04-25,6,2017-04-25 06:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-25,1
19879,2017-04-25 07:00:00,2017-04-25,7,2017-04-25 07:00:00,GPM,470.0,sunset,Flow (GPM),2017-04-25,1
19880,2017-04-25 08:00:00,2017-04-25,8,2017-04-25 08:00:00,GPM,170.0,sunset,Flow (GPM),2017-04-25,1
19881,2017-04-25 09:00:00,2017-04-25,9,2017-04-25 09:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-25,1
19882,2017-04-25 10:00:00,2017-04-25,10,2017-04-25 10:00:00,GPM,110.0,sunset,Flow (GPM),2017-04-25,1
19883,2017-04-25 11:00:00,2017-04-25,11,2017-04-25 11:00:00,GPM,140.0,sunset,Flow (GPM),2017-04-25,1
19884,2017-04-25 12:00:00,2017-04-25,12,2017-04-25 12:00:00,GPM,160.00000000000003,sunset,Flow (GPM),2017-04-25,1
19885,2017-04-25 13:00:00,2017-04-25,13,2017-04-25 13:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-25,1
19886,2017-04-25 14:00:00,2017-04-25,14,2017-04-25 14:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-25,1
19887,2017-04-25 15:00:00,2017-04-25,15,2017-04-25 15:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-25,1
19888,2017-04-25 16:00:00,2017-04-25,16,2017-04-25 16:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-25,1
19889,2017-04-25 17:00:00,2017-04-26,17,2017-04-25 17:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-25,1
19890,2017-04-25 18:00:00,2017-04-26,18,2017-04-25 18:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-25,1
19891,2017-04-25 19:00:00,2017-04-26,19,2017-04-25 19:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-25,1
19892,2017-04-25 20:00:00,2017-04-26,20,2017-04-25 20:00:00,GPM,100.0,sunset,Flow (GPM),2017-04-25,1
19893,2017-04-25 21:00:00,2017-04-26,21,2017-04-25 21:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-25,1
19894,2017-04-25 22:00:00,2017-04-26,22,2017-04-25 22:00:00,GPM,150.0,sunset,Flow (GPM),2017-04-25,1
19895,2017-04-25 23:00:00,2017-04-26,23,2017-04-25 23:00:00,GPM,100.0,sunset,Flow (GPM),2017-04-25,1
19896,2017-04-26 00:00:00,2017-04-26,0,2017-04-26 00:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-26,1
19897,2017-04-26 01:00:00,2017-04-26,1,2017-04-26 01:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-26,1
19898,2017-04-26 02:00:00,2017-04-26,2,2017-04-26 02:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-26,1
19899,2017-04-26 03:00:00,2017-04-26,3,2017-04-26 03:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-26,1
19900,2017-04-26 04:00:00,2017-04-26,4,2017-04-26 04:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-26,1
19901,2017-04-26 05:00:00,2017-04-26,5,2017-04-26 05:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-26,1
19902,2017-04-26 06:00:00,2017-04-26,6,2017-04-26 06:00:00,GPM,220.00000000000003,sunset,Flow (GPM),2017-04-26,1
19903,2017-04-26 07:00:00,2017-04-26,7,2017-04-26 07:00:00,GPM,280.0,sunset,Flow (GPM),2017-04-26,1
19904,2017-04-26 08:00:00,2017-04-26,8,2017-04-26 08:00:00,GPM,220.0,sunset,Flow (GPM),2017-04-26,1
19905,2017-04-26 09:00:00,2017-04-26,9,2017-04-26 09:00:00,GPM,120.0,sunset,Flow (GPM),2017-04-26,1
19906,2017-04-26 10:00:00,2017-04-26,10,2017-04-26 10:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-26,1
19907,2017-04-26 11:00:00,2017-04-26,11,2017-04-26 11:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-26,1
19908,2017-04-26 12:00:00,2017-04-26,12,2017-04-26 12:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-26,1
19909,2017-04-26 13:00:00,2017-04-26,13,2017-04-26 13:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-26,1
19910,2017-04-26 14:00:00,2017-04-26,14,2017-04-26 14:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-26,1
19911,2017-04-26 15:00:00,2017-04-26,15,2017-04-26 15:00:00,GPM,140.0,sunset,Flow (GPM),2017-04-26,1
19912,2017-04-26 16:00:00,2017-04-26,16,2017-04-26 16:00:00,GPM,190.00000000000003,sunset,Flow (GPM),2017-04-26,1
19913,2017-04-26 17:00:00,2017-04-27,17,2017-04-26 17:00:00,GPM,40.0,sunset,Flow (GPM),2017-04-26,1
19914,2017-04-26 18:00:00,2017-04-27,18,2017-04-26 18:00:00,GPM,40.0,sunset,Flow (GPM),2017-04-26,1
19915,2017-04-26 19:00:00,2017-04-27,19,2017-04-26 19:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-26,1
19916,2017-04-26 20:00:00,2017-04-27,20,2017-04-26 20:00:00,GPM,60.0,sunset,Flow (GPM),2017-04-26,1
19917,2017-04-26 21:00:00,2017-04-27,21,2017-04-26 21:00:00,GPM,100.0,sunset,Flow (GPM),2017-04-26,1
19918,2017-04-26 22:00:00,2017-04-27,22,2017-04-26 22:00:00,GPM,60.0,sunset,Flow (GPM),2017-04-26,1
19919,2017-04-26 23:00:00,2017-04-27,23,2017-04-26 23:00:00,GPM,90.0,sunset,Flow (GPM),2017-04-26,1
19920,2017-04-27 00:00:00,2017-04-27,0,2017-04-27 00:00:00,GPM,60.000000000000014,sunset,Flow (GPM),2017-04-27,1
19921,2017-04-27 01:00:00,2017-04-27,1,2017-04-27 01:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-27,1
19922,2017-04-27 02:00:00,2017-04-27,2,2017-04-27 02:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-27,1
19923,2017-04-27 03:00:00,2017-04-27,3,2017-04-27 03:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-27,1
19924,2017-04-27 04:00:00,2017-04-27,4,2017-04-27 04:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-27,1
19925,2017-04-27 05:00:00,2017-04-27,5,2017-04-27 05:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-27,1
19926,2017-04-27 06:00:00,2017-04-27,6,2017-04-27 06:00:00,GPM,220.00000000000003,sunset,Flow (GPM),2017-04-27,1
19927,2017-04-27 07:00:00,2017-04-27,7,2017-04-27 07:00:00,GPM,250.00000000000003,sunset,Flow (GPM),2017-04-27,1
19928,2017-04-27 08:00:00,2017-04-27,8,2017-04-27 08:00:00,GPM,250.00000000000003,sunset,Flow (GPM),2017-04-27,1
19929,2017-04-27 09:00:00,2017-04-27,9,2017-04-27 09:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-27,1
19930,2017-04-27 10:00:00,2017-04-27,10,2017-04-27 10:00:00,GPM,100.0,sunset,Flow (GPM),2017-04-27,1
19931,2017-04-27 11:00:00,2017-04-27,11,2017-04-27 11:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-27,1
19932,2017-04-27 12:00:00,2017-04-27,12,2017-04-27 12:00:00,GPM,60.0,sunset,Flow (GPM),2017-04-27,1
19933,2017-04-27 13:00:00,2017-04-27,13,2017-04-27 13:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-27,1
19934,2017-04-27 14:00:00,2017-04-27,14,2017-04-27 14:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-27,1
19935,2017-04-27 15:00:00,2017-04-27,15,2017-04-27 15:00:00,GPM,130.0,sunset,Flow (GPM),2017-04-27,1
19936,2017-04-27 16:00:00,2017-04-27,16,2017-04-27 16:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-27,1
19937,2017-04-27 17:00:00,2017-04-28,17,2017-04-27 17:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2017-04-27,1
19938,2017-04-27 18:00:00,2017-04-28,18,2017-04-27 18:00:00,GPM,120.0,sunset,Flow (GPM),2017-04-27,1
19939,2017-04-27 19:00:00,2017-04-28,19,2017-04-27 19:00:00,GPM,140.0,sunset,Flow (GPM),2017-04-27,1
19940,2017-04-27 20:00:00,2017-04-28,20,2017-04-27 20:00:00,GPM,90.0,sunset,Flow (GPM),2017-04-27,1
19941,2017-04-27 21:00:00,2017-04-28,21,2017-04-27 21:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-27,1
19942,2017-04-27 22:00:00,2017-04-28,22,2017-04-27 22:00:00,GPM,130.00000000000003,sunset,Flow (GPM),2017-04-27,1
19943,2017-04-27 23:00:00,2017-04-28,23,2017-04-27 23:00:00,GPM,130.00000000000003,sunset,Flow (GPM),2017-04-27,1
19944,2017-04-28 00:00:00,2017-04-28,0,2017-04-28 00:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-28,1
19945,2017-04-28 01:00:00,2017-04-28,1,2017-04-28 01:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-28,1
19946,2017-04-28 02:00:00,2017-04-28,2,2017-04-28 02:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-28,1
19947,2017-04-28 03:00:00,2017-04-28,3,2017-04-28 03:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-28,1
19948,2017-04-28 04:00:00,2017-04-28,4,2017-04-28 04:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-28,1
19949,2017-04-28 05:00:00,2017-04-28,5,2017-04-28 05:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-28,1
19950,2017-04-28 06:00:00,2017-04-28,6,2017-04-28 06:00:00,GPM,230.0,sunset,Flow (GPM),2017-04-28,1
19951,2017-04-28 07:00:00,2017-04-28,7,2017-04-28 07:00:00,GPM,240.0,sunset,Flow (GPM),2017-04-28,1
19952,2017-04-28 08:00:00,2017-04-28,8,2017-04-28 08:00:00,GPM,170.0,sunset,Flow (GPM),2017-04-28,1
19953,2017-04-28 09:00:00,2017-04-28,9,2017-04-28 09:00:00,GPM,140.0,sunset,Flow (GPM),2017-04-28,1
19954,2017-04-28 10:00:00,2017-04-28,10,2017-04-28 10:00:00,GPM,60.0,sunset,Flow (GPM),2017-04-28,1
19955,2017-04-28 11:00:00,2017-04-28,11,2017-04-28 11:00:00,GPM,80.0,sunset,Flow (GPM),2017-04-28,1
19956,2017-04-28 12:00:00,2017-04-28,12,2017-04-28 12:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-28,1
19957,2017-04-28 13:00:00,2017-04-28,13,2017-04-28 13:00:00,GPM,250.00000000000003,sunset,Flow (GPM),2017-04-28,1
19958,2017-04-28 14:00:00,2017-04-28,14,2017-04-28 14:00:00,GPM,100.0,sunset,Flow (GPM),2017-04-28,1
19959,2017-04-28 15:00:00,2017-04-28,15,2017-04-28 15:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-28,1
19960,2017-04-28 16:00:00,2017-04-28,16,2017-04-28 16:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-28,1
19961,2017-04-28 17:00:00,2017-04-29,17,2017-04-28 17:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-28,1
19962,2017-04-28 18:00:00,2017-04-29,18,2017-04-28 18:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-28,1
19963,2017-04-28 19:00:00,2017-04-29,19,2017-04-28 19:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-28,1
19964,2017-04-28 20:00:00,2017-04-29,20,2017-04-28 20:00:00,GPM,120.0,sunset,Flow (GPM),2017-04-28,1
19965,2017-04-28 21:00:00,2017-04-29,21,2017-04-28 21:00:00,GPM,60.0,sunset,Flow (GPM),2017-04-28,1
19966,2017-04-28 22:00:00,2017-04-29,22,2017-04-28 22:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-28,1
19967,2017-04-28 23:00:00,2017-04-29,23,2017-04-28 23:00:00,GPM,80.00000000000001,sunset,Flow (GPM),2017-04-28,1
19968,2017-04-29 00:00:00,2017-04-29,0,2017-04-29 00:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-29,1
19969,2017-04-29 01:00:00,2017-04-29,1,2017-04-29 01:00:00,GPM,10.05,sunset,Flow (GPM),2017-04-29,1
19970,2017-04-29 02:00:00,2017-04-29,2,2017-04-29 02:00:00,GPM,20.0,sunset,Flow (GPM),2017-04-29,1
19971,2017-04-29 03:00:00,2017-04-29,3,2017-04-29 03:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-29,1
19972,2017-04-29 04:00:00,2017-04-29,4,2017-04-29 04:00:00,GPM,0.0,sunset,Flow (GPM),2017-04-29,1
19973,2017-04-29 05:00:00,2017-04-29,5,2017-04-29 05:00:00,GPM,10.0,sunset,Flow (GPM),2017-04-29,1
19974,2017-04-29 06:00:00,2017-04-29,6,2017-04-29 06:00:00,GPM,30.0,sunset,Flow (GPM),2017-04-29,1
19975,2017-04-29 07:00:00,2017-04-29,7,2017-04-29 07:00:00,GPM,110.00000000000001,sunset,Flow (GPM),2017-04-29,1
19976,2017-04-29 08:00:00,2017-04-29,8,2017-04-29 08:00:00,GPM,100.0,sunset,Flow (GPM),2017-04-29,1
19977,2017-04-29 09:00:00,2017-04-29,9,2017-04-29 09:00:00,GPM,240.0,sunset,Flow (GPM),2017-04-29,1
19978,2017-04-29 10:00:00,2017-04-29,10,2017-04-29 10:00:00,GPM,119.95,sunset,Flow (GPM),2017-04-29,1
19979,2017-04-29 11:00:00,2017-04-29,11,2017-04-29 11:00:00,GPM,250.14999999999998,sunset,Flow (GPM),2017-04-29,1
19980,2017-04-29 12:00:00,2017-04-29,12,2017-04-29 12:00:00,GPM,150.0,sunset,Flow (GPM),2017-04-29,1
19981,2017-04-29 13:00:00,2017-04-29,13,2017-04-29 13:00:00,GPM,180.0,sunset,Flow (GPM),2017-04-29,1
19982,2017-04-29 14:00:00,2017-04-29,14,2017-04-29 14:00:00,GPM,110.0,sunset,Flow (GPM),2017-04-29,1
19983,2017-04-29 15:00:00,2017-04-29,15,2017-04-29 15:00:00,GPM,80.0,sunset,Flow (GPM),2017-04-29,1
19984,2017-04-29 16:00:00,2017-04-29,16,2017-04-29 16:00:00,GPM,70.0,sunset,Flow (GPM),2017-04-29,1
19985,2017-04-29 17:00:00,2017-04-30,17,2017-04-29 17:00:00,GPM,50.0,sunset,Flow (GPM),2017-04-29,1
19986,2017-04-29 18:00:00,2017-04-30,18,2017-04-29 18:00:00,GPM,60.0,sunset,Flow (GPM),2017-04-29,1
19987,2017-04-29 19:00:00,2017-04-30,19,2017-04-29 19:00:00,GPM,90.0,sunset,Flow (GPM),2017-04-29,1
19988,2017-04-29 20:00:00,2017-04-30,20,2017-04-29 20:00:00,GPM,140.0,sunset,Flow (GPM),2017-04-29,1
